0,0,0,200
1,0,1,200
2,0,2,200
3,0,3,200
4,0,4,200
5,0,5,200
6,0,6,200
7,0,7,200
8,0,8,200
9,0,9,200
10,0,10,200
11,0,11,200
12,0,12,200
13,0,13,200
14,0,14,200
15,0,15,200
16,1,15,200
17,1,14,200
18,1,13,200
19,1,12,200
20,1,11,200
21,1,10,200
22,1,9,200
23,1,8,200
24,1,7,200
25,1,6,200
26,1,5,200
27,1,4,200
28,1,3,200
29,1,2,200
30,1,1,200
31,1,0,200
32,2,0,200
33,2,1,200
34,2,2,200
35,2,3,200
36,2,4,200
37,2,5,200
38,2,6,200
39,2,7,200
40,2,8,200
41,2,9,200
42,2,10,200
43,2,11,200
44,2,12,200
45,2,13,200
46,2,14,200
47,2,15,200
48,3,15,200
49,3,14,200
50,3,13,200
51,3,12,200
52,3,11,200
53,3,10,200
54,3,9,200
55,3,8,200
56,3,7,200
57,3,6,200
58,3,5,200
59,3,4,200
60,3,3,200
61,3,2,200
62,3,1,200
63,3,0,200
64,4,0,200
65,4,1,200
66,4,2,200
67,4,3,200
68,4,4,200
69,4,5,200
70,4,6,200
71,4,7,200
72,4,8,200
73,4,9,200
74,4,10,200
75,4,11,200
76,4,12,200
77,4,13,200
78,4,14,200
79,4,15,200
80,5,15,200
81,5,14,200
82,5,13,200
83,5,12,200
84,5,11,200
85,5,10,200
86,5,9,200
87,5,8,200
88,5,7,200
89,5,6,200
90,5,5,200
91,5,4,200
92,5,3,210
93,5,2,200
94,5,1,200
95,5,0,200
96,6,0,200
97,6,1,200
98,6,2,200
99,6,3,200
100,6,4,200
101,6,5,200
102,6,6,200
103,6,7,200
104,6,8,200
105,6,9,200
106,6,10,200
107,6,11,200
108,6,12,200
109,6,13,200
110,6,14,200
111,6,15,200
112,7,15,200
113,7,14,200
114,7,13,200
115,7,12,200
116,7,11,200
117,7,10,200
118,7,9,200
119,7,8,200
120,7,7,200
121,7,6,200
122,7,5,200
123,7,4,200
124,7,3,200
125,7,2,200
126,7,1,200
127,7,0,200
128,8,0,200
129,8,1,200
130,8,2,200
131,8,3,200
132,8,4,200
133,8,5,200
134,8,6,200
135,8,7,200
136,8,8,200
137,8,9,200
138,8,10,200
139,8,11,200
140,8,12,200
141,8,13,200
142,8,14,200
143,8,15,200
144,9,15,200
145,9,14,200
146,9,13,200
147,9,12,200
148,9,11,200
149,9,10,200
150,9,9,200
151,9,8,200
152,9,7,200
153,9,6,200
154,9,5,200
155,9,4,200
156,9,3,200
157,9,2,200
158,9,1,200
159,9,0,200
160,10,0,200
161,10,1,200
162,10,2,200
163,10,3,200
164,10,4,200
165,10,5,200
166,10,6,200
167,10,7,200
168,10,8,210
169,10,9,200
170,10,10,200
171,10,11,200
172,10,12,200
173,10,13,200
174,10,14,200
175,10,15,200
176,11,15,200
177,11,14,200
178,11,13,200
179,11,12,200
180,11,11,200
181,11,10,200
182,11,9,200
183,11,8,200
184,11,7,200
185,11,6,200
186,11,5,200
187,11,4,200
188,11,3,200
189,11,2,200
190,11,1,200
191,11,0,200
192,12,0,200
193,12,1,200
194,12,2,200
195,12,3,200
196,12,4,200
197,12,5,200
198,12,6,200
199,12,7,200
200,12,8,200
201,12,9,200
202,12,10,200
203,12,11,210
204,12,12,200
205,12,13,200
206,12,14,200
207,12,15,200
208,13,15,200
209,13,14,200
210,13,13,200
211,13,12,200
212,13,11,200
213,13,10,200
214,13,9,200
215,13,8,200
216,13,7,200
217,13,6,200
218,13,5,200
219,13,4,200
220,13,3,200
221,13,2,200
222,13,1,200
223,13,0,200
224,14,0,200
225,14,1,200
226,14,2,200
227,14,3,200
228,14,4,200
229,14,5,200
230,14,6,200
231,14,7,200
232,14,8,200
233,14,9,200
234,14,10,200
235,14,11,200
236,14,12,200
237,14,13,200
238,14,14,200
239,14,15,200
240,15,15,200
241,15,14,200
242,15,13,200
243,15,12,200
244,15,11,200
245,15,10,200
246,15,9,200
247,15,8,200
248,15,7,200
249,15,6,200
250,15,5,200
251,15,4,200
252,15,3,200
253,15,2,200
254,15,1,200
255,15,0,200
256,16,0,200
257,16,1,200
258,16,2,200
259,16,3,200
260,16,4,200
261,16,5,200
262,16,6,200
263,16,7,200
264,16,8,200
265,16,9,200
266,16,10,200
267,16,11,200
268,16,12,200
269,16,13,200
270,16,14,200
271,16,15,200
272,17,15,200
273,17,14,200
274,17,13,200
275,17,12,200
276,17,11,200
277,17,10,200
278,17,9,200
279,17,8,200
280,17,7,200
281,17,6,200
282,17,5,200
283,17,4,200
284,17,3,200
285,17,2,200
286,17,1,200
287,17,0,200
288,18,0,200
289,18,1,200
290,18,2,200
291,18,3,200
292,18,4,200
293,18,5,200
294,18,6,200
295,18,7,200
296,18,8,200
297,18,9,200
298,18,10,200
299,18,11,200
300,18,12,200
301,18,13,200
302,18,14,200
303,18,15,200
304,19,15,200
305,19,14,200
306,19,13,200
307,19,12,200
